bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
piatker01,1994-95,24,LAC,NBA,81,14.9,.441,.783,1.6,1.0,0.5,0.2,7.0,13.9,2.0,.079,-1.4,0.2,
piatker01,1995-96,25,LAC,NBA,65,12.1,.405,.817,1.6,0.7,0.4,0.2,4.6,12.2,1.2,.071,-2.1,0.0,
piatker01,1996-97,26,LAC,NBA,65,11.5,.450,.821,1.6,0.8,0.5,0.2,6.0,18.2,2.3,.146,1.0,0.6,
piatker01,1997-98,27,LAC,NBA,67,26.0,.452,.824,3.5,1.3,0.8,0.2,11.3,15.5,3.9,.108,-0.1,0.8,
piatker01,1998-99,28,LAC,NBA,49,25.3,.432,.863,2.9,1.1,0.9,0.1,10.5,15.3,2.3,.091,-0.3,0.5,
piatker01,1999-00,29,LAC,NBA,75,22.8,.415,.850,3.0,1.1,0.6,0.2,8.7,13.0,2.3,.064,-2.1,0.0,
piatker01,2000-01,30,LAC,NBA,81,26.5,.433,.873,3.0,1.2,0.6,0.2,10.6,14.6,5.5,.123,0.6,1.4,
piatker01,2001-02,31,LAC,NBA,71,24.2,.439,.894,2.6,1.6,0.6,0.2,8.8,13.8,4.5,.127,0.9,1.3,
piatker01,2002-03,32,LAC,NBA,62,21.9,.471,.828,2.5,1.1,0.5,0.1,9.7,16.0,3.6,.129,0.2,0.8,
piatker01,2003-04,33,HOU,NBA,49,14.3,.377,.875,1.5,0.5,0.3,0.1,4.1,8.7,0.9,.061,-3.0,-0.2,
piatker01,2004-05,34,CHI,NBA,68,12.4,.430,.804,1.2,0.8,0.4,0.0,4.8,12.4,2.3,.129,-0.1,0.4,
piatker01,2005-06,35,CHI,NBA,29,7.9,.393,.400,0.8,0.4,0.2,0.0,2.0,6.2,0.1,.018,-3.9,-0.1,
piatker01,2006-07,36,PHO,NBA,11,6.6,.360,1.000,0.8,0.4,0.0,0.1,2.5,7.7,0.0,.007,-4.4,0.0,
piatker01,2007-08,37,PHO,NBA,16,7.1,.364,1.000,0.8,0.6,0.0,0.1,2.4,8.3,0.1,.045,-3.8,-0.1,
