bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
harpero01,1986-87,23,CLE,NBA,82,37.4,.455,.684,4.8,4.8,2.5,1.0,22.9,17.2,4.2,.066,2.0,3.1,
harpero01,1987-88,24,CLE,NBA,57,32.1,.464,.705,3.9,4.9,2.1,0.9,15.4,16.6,3.5,.092,2.1,1.9,
harpero01,1988-89,25,CLE,NBA,82,34.8,.511,.751,5.0,5.3,2.3,0.9,18.6,19.8,10.2,.171,5.2,5.2,
harpero01,1989-90,26,"CLE,LAC",NBA,35,39.1,.473,.788,5.9,5.2,2.3,1.2,22.8,20.2,3.9,.138,4.3,2.2,
harpero01,1990-91,27,LAC,NBA,39,35.5,.391,.668,4.8,5.4,1.7,0.9,19.6,14.5,0.9,.030,0.7,1.0,
harpero01,1991-92,28,LAC,NBA,82,38.3,.440,.736,5.5,5.1,1.9,0.9,18.2,15.4,5.6,.085,2.4,3.4,
harpero01,1992-93,29,LAC,NBA,80,37.1,.451,.769,5.3,4.5,2.2,0.9,18.0,16.1,6.0,.097,2.3,3.3,
harpero01,1993-94,30,LAC,NBA,75,38.1,.426,.715,6.1,4.6,1.9,0.7,20.1,15.7,2.9,.049,0.7,1.9,
harpero01,1994-95,31,CHI,NBA,77,19.9,.426,.618,2.3,2.0,1.3,0.4,6.9,12.2,2.4,.073,-0.7,0.5,
harpero01,1995-96,32,CHI,NBA,80,23.6,.467,.705,2.7,2.6,1.3,0.4,7.4,14.4,6.3,.161,2.6,2.2,
harpero01,1996-97,33,CHI,NBA,76,22.9,.436,.707,2.5,2.5,1.1,0.5,6.3,13.6,5.7,.157,2.7,2.1,
harpero01,1997-98,34,CHI,NBA,82,27.9,.441,.750,3.5,2.9,1.3,0.6,9.3,14.7,7.2,.151,2.3,2.5,
harpero01,1998-99,35,CHI,NBA,35,31.6,.377,.703,5.1,3.3,1.7,1.0,11.2,14.7,1.2,.053,1.0,0.9,
harpero01,1999-00,36,LAL,NBA,80,25.5,.399,.680,4.2,3.4,1.1,0.5,7.0,12.0,4.0,.093,0.7,1.4,
harpero01,2000-01,37,LAL,NBA,47,24.2,.469,.708,3.5,2.4,0.8,0.5,6.5,12.5,1.8,.077,-0.2,0.5,
