bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
teaglte01,1982-83,22,HOU,NBA,73,23.4,.428,.345,.431,.434,.696,2.7,2.1,0.7,0.2,10.4,10.3,-0.8,-0.022,-4.5,-1.1
teaglte01,1983-84,23,HOU,NBA,68,9.1,.470,.259,.490,.481,.841,1.1,0.9,0.2,0.1,5.0,11.8,0.2,.016,-5.0,-0.5
teaglte01,1984-85,24,"DET,GSW",NBA,21,16.6,.540,.500,.541,.547,.714,2.0,0.7,0.6,0.2,8.3,15.5,0.7,.103,-1.7,0.0
teaglte01,1985-86,25,GSW,NBA,82,26.3,.496,.160,.505,.498,.796,2.9,1.4,0.9,0.4,14.2,14.2,3.1,.069,-2.0,0.0
teaglte01,1986-87,26,GSW,NBA,82,20.1,.458,.000,.464,.458,.778,2.1,1.3,0.8,0.2,11.2,13.2,1.3,.037,-3.9,-0.8
teaglte01,1987-88,27,GSW,NBA,47,20.4,.454,.111,.460,.455,.802,1.7,1.3,0.7,0.1,12.6,13.0,-0.2,-0.012,-6.4,-1.1
teaglte01,1988-89,28,GSW,NBA,66,23.8,.476,.167,.481,.477,.809,4.0,1.5,1.2,0.3,15.2,16.7,3.1,.095,-2.2,-0.1
teaglte01,1989-90,29,GSW,NBA,82,29.0,.480,.214,.483,.481,.830,4.5,1.9,1.1,0.2,16.1,14.8,2.7,.054,-2.7,-0.4
teaglte01,1990-91,30,LAL,NBA,82,18.3,.443,.000,.448,.443,.819,2.2,1.0,0.4,0.1,9.9,12.8,2.1,.066,-4.6,-1.0
teaglte01,1991-92,31,LAL,NBA,82,19.5,.452,.250,.453,.453,.766,2.2,1.4,0.8,0.1,10.7,14.5,1.3,.038,-3.7,-0.7
teaglte01,1992-93,32,HOU,NBA,2,12.5,.286,,.286,.286,.500,1.5,1.0,0.0,0.0,2.5,2.1,0.0,-0.078,-11.4,-0.1
