bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
abdulka01,1969-70,22,MIL,NBA,82,43.1,.518,,.518,.518,.653,14.5,4.1,,,28.8,22.5,13.8,.187,,,All-NBA (2nd)
abdulka01,1970-71,23,MIL,NBA,82,40.1,.577,,.577,.577,.690,16.0,3.3,,,31.7,29.0,22.3,.326,,,All-NBA (1st)
abdulka01,1971-72,24,MIL,NBA,81,44.2,.574,,.574,.574,.689,16.6,4.6,,,34.8,29.9,25.4,.340,,,All-NBA (1st)
abdulka01,1972-73,25,MIL,NBA,76,42.8,.554,,.554,.554,.713,16.1,5.0,,,30.2,28.5,21.9,.322,,,All-NBA (1st)
abdulka01,1973-74,26,MIL,NBA,81,43.8,.539,,.539,.539,.702,14.5,4.8,1.4,3.5,27.0,24.4,18.4,.250,8.5,9.4,All-NBA (1st)
abdulka01,1974-75,27,MIL,NBA,65,42.3,.513,,.513,.513,.763,14.0,4.1,1.0,3.3,30.0,26.4,12.9,.225,8.0,7.0,
abdulka01,1975-76,28,LAL,NBA,82,41.2,.529,,.529,.529,.703,16.9,5.0,1.5,4.1,27.7,27.2,17.0,.242,10.2,10.5,All-NBA (1st)
abdulka01,1976-77,29,LAL,NBA,82,36.8,.579,,.579,.579,.701,13.3,3.9,1.2,3.2,26.2,27.8,17.8,.283,10.8,9.7,All-NBA (1st)
abdulka01,1977-78,30,LAL,NBA,62,36.5,.550,,.550,.550,.783,12.9,4.3,1.7,3.0,25.8,29.2,12.1,.257,9.0,6.3,All-NBA (2nd)
abdulka01,1978-79,31,LAL,NBA,80,39.5,.577,,.577,.577,.736,12.8,5.4,1.0,4.0,23.8,25.5,14.4,.219,7.8,7.8,All-NBA (2nd)
abdulka01,1979-80,32,LAL,NBA,82,38.3,.604,.000,.604,.604,.765,10.8,4.5,1.0,3.4,24.8,25.3,14.8,.227,6.7,6.8,All-NBA (1st)
abdulka01,1980-81,33,LAL,NBA,80,37.2,.574,.000,.574,.574,.766,10.3,3.4,0.7,2.9,26.2,25.5,14.3,.230,5.3,5.4,All-NBA (1st)
abdulka01,1981-82,34,LAL,NBA,76,35.2,.579,.000,.580,.579,.706,8.7,3.0,0.8,2.7,23.9,23.4,10.7,.192,4.3,4.2,
abdulka01,1982-83,35,LAL,NBA,79,32.3,.588,.000,.589,.588,.749,7.5,2.5,0.8,2.2,21.8,23.6,10.9,.205,3.8,3.8,All-NBA (2nd)
abdulka01,1983-84,36,LAL,NBA,80,32.8,.578,.000,.579,.578,.723,7.3,2.6,0.7,1.8,21.5,21.3,8.9,.163,2.8,3.2,All-NBA (1st)
abdulka01,1984-85,37,LAL,NBA,79,33.3,.599,.000,.600,.599,.732,7.9,3.2,0.8,2.1,22.0,22.9,11.2,.204,4.9,4.6,All-NBA (2nd)
abdulka01,1985-86,38,LAL,NBA,79,33.3,.564,.000,.565,.564,.765,6.1,3.5,0.8,1.6,23.4,22.7,10.8,.197,4.5,4.3,All-NBA (1st)
abdulka01,1986-87,39,LAL,NBA,78,31.3,.564,.333,.565,.564,.714,6.7,2.6,0.6,1.2,17.5,17.9,7.5,.148,1.6,2.2,
abdulka01,1987-88,40,LAL,NBA,80,28.9,.532,.000,.532,.532,.762,6.0,1.7,0.6,1.2,14.6,15.8,5.3,.111,-0.6,0.8,
abdulka01,1988-89,41,LAL,NBA,74,22.9,.475,.000,.477,.475,.739,4.5,1.0,0.5,1.1,10.1,12.9,2.9,.082,-2.3,-0.1,
