bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
jonesbo01,1976-77,25,DEN,NBA,82,29.5,.570,,.570,.570,.717,8.3,3.2,2.3,2.0,15.1,
jonesbo01,1977-78,26,DEN,NBA,75,32.5,.578,,.578,.578,.751,8.5,3.4,1.8,1.7,14.5,
jonesbo01,1978-79,27,PHI,NBA,80,28.8,.537,,.537,.537,.755,6.6,2.5,1.3,1.2,12.1,
jonesbo01,1979-80,28,PHI,NBA,81,26.2,.532,.000,.534,.532,.781,5.6,1.8,1.3,1.5,13.0,
jonesbo01,1980-81,29,PHI,NBA,81,25.3,.539,.000,.541,.539,.813,5.4,2.8,1.2,0.9,13.5,
jonesbo01,1981-82,30,PHI,NBA,76,28.7,.564,.000,.567,.564,.790,5.2,2.5,1.3,1.5,14.4,
jonesbo01,1982-83,31,PHI,NBA,74,23.6,.543,.000,.545,.543,.793,4.6,1.9,1.1,1.2,9.0,
jonesbo01,1983-84,32,PHI,NBA,75,23.5,.523,.000,.524,.523,.784,4.3,2.5,1.4,1.4,8.3,
jonesbo01,1984-85,33,PHI,NBA,80,20.4,.538,.000,.543,.538,.861,3.7,1.9,1.1,0.6,7.5,
jonesbo01,1985-86,34,PHI,NBA,70,21.7,.559,.000,.561,.559,.786,2.4,1.8,0.7,0.7,7.0,
