bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
haleyja01,1988-89,25,CHI,NBA,51,5.7,.474,,.474,.474,.783,1.4,0.2,0.2,0.0,2.2,9.9,0.4,.064,-6.0,-0.3
haleyja01,1989-90,26,"CHI,NJN",NBA,67,16.2,.398,.000,.399,.398,.680,4.5,0.4,0.3,0.2,5.4,8.5,0.3,.013,-6.9,-1.3
haleyja01,1990-91,27,NJN,NBA,78,15.1,.469,,.469,.469,.619,4.6,0.4,0.3,0.3,5.6,11.8,2.2,.090,-4.7,-0.8
haleyja01,1991-92,28,LAL,NBA,49,8.0,.369,,.369,.369,.483,1.9,0.1,0.1,0.2,1.6,3.6,-0.3,-0.034,-8.7,-0.7
haleyja01,1992-93,29,Did Not Play (injury),,,,,,,,,,,,,,,,,,
haleyja01,1993-94,30,SAS,NBA,28,3.4,.438,,.438,.438,.810,0.9,0.0,0.0,0.0,2.1,12.8,0.1,.054,-13.7,-0.3
haleyja01,1994-95,31,SAS,NBA,31,3.8,.426,.000,.433,.426,.656,0.9,0.1,0.1,0.2,2.4,11.9,0.0,.010,-10.9,-0.3
haleyja01,1995-96,32,CHI,NBA,1,7.0,.333,,.333,.333,.500,2.0,0.0,0.0,0.0,5.0,1.8,0.0,-0.228,-31.1,-0.1
haleyja01,1996-97,33,NJN,NBA,20,3.7,.351,,.351,.351,.737,1.6,0.3,0.1,0.1,2.0,19.6,0.2,.149,-4.3,0.0
haleyja01,1997-98,34,NJN,NBA,16,3.2,.278,.000,.294,.278,.571,0.9,0.0,0.0,0.1,1.4,7.2,0.0,-0.034,-18.1,-0.2
