bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
willihe01,1981-82,23,IND,NBA,82,27.8,.477,.670,7.4,1.7,0.6,2.2,11.5,16.1,4.6,.097,0.8,1.6,
willihe01,1982-83,24,IND,NBA,78,32.2,.499,.705,7.5,3.4,0.7,2.2,16.9,17.4,3.5,.067,0.3,1.5,
willihe01,1983-84,25,IND,NBA,69,33.0,.478,.702,8.0,3.1,0.9,1.6,14.9,14.8,2.8,.059,-0.1,1.1,
willihe01,1984-85,26,IND,NBA,75,34.1,.475,.657,8.5,3.4,0.7,1.8,18.3,15.5,2.2,.041,-0.5,1.0,
willihe01,1985-86,27,IND,NBA,78,35.5,.492,.730,9.1,2.2,0.6,2.4,19.9,17.9,6.2,.107,0.9,2.0,
willihe01,1986-87,28,IND,NBA,74,34.1,.480,.740,7.3,2.4,0.8,1.3,14.9,14.1,4.7,.090,0.1,1.3,
willihe01,1987-88,29,IND,NBA,75,26.2,.425,.737,6.3,1.3,0.5,1.9,10.0,12.0,1.8,.044,-2.2,-0.1,
willihe01,1988-89,30,"IND,DAL",NBA,76,32.5,.436,.686,7.8,1.6,0.6,1.8,10.2,10.6,1.4,.027,-2.0,0.0,
willihe01,1989-90,31,DAL,NBA,81,27.1,.444,.679,4.8,1.5,0.6,1.3,8.6,10.4,2.2,.048,-1.6,0.2,
willihe01,1990-91,32,DAL,NBA,60,30.5,.507,.638,6.0,1.6,0.5,1.5,12.5,13.1,1.7,.045,-2.0,0.0,
willihe01,1991-92,33,DAL,NBA,75,27.2,.431,.725,6.1,1.3,0.5,1.3,11.5,12.6,0.8,.020,-3.8,-0.9,
willihe01,1992-93,34,NYK,NBA,55,10.4,.411,.667,2.7,0.3,0.4,0.5,2.9,10.1,1.1,.095,-1.8,0.0,
willihe01,1993-94,35,NYK,NBA,70,11.1,.442,.643,2.6,0.4,0.3,0.6,3.3,10.4,1.6,.098,-2.3,-0.1,
willihe01,1994-95,36,NYK,NBA,56,13.3,.456,.622,2.4,0.5,0.2,0.8,3.3,7.7,0.6,.041,-3.9,-0.4,
willihe01,1995-96,37,"TOR,NYK",NBA,44,13.0,.408,.650,2.0,0.6,0.3,0.8,3.1,8.0,0.4,.033,-4.1,-0.3,
willihe01,1996-97,38,NYK,NBA,21,8.8,.391,.750,1.5,0.2,0.2,0.2,1.9,7.0,0.2,.051,-4.6,-0.1,
willihe01,1997-98,39,NYK,NBA,27,6.6,.419,.125,1.1,0.1,0.2,0.3,1.4,6.1,0.2,.041,-4.0,-0.1,
willihe01,1998-99,40,NYK,NBA,6,5.7,.500,1.000,1.0,0.0,0.0,0.3,1.7,12.2,0.1,.094,-6.5,0.0,
