bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
robincl02,1989-90,23,POR,NBA,82,19.1,.397,.550,3.8,0.9,0.6,0.6,9.1,9.3,0.3,.010,-4.7,-1.1,
robincl02,1990-91,24,POR,NBA,82,23.7,.463,.653,4.3,1.8,1.0,0.9,11.7,14.1,4.2,.104,0.1,1.0,
robincl02,1991-92,25,POR,NBA,82,25.9,.466,.664,5.1,1.7,1.0,1.3,12.4,14.2,4.6,.104,0.0,1.1,
robincl02,1992-93,26,POR,NBA,82,31.4,.473,.690,6.6,2.2,1.2,2.0,19.1,18.8,6.8,.127,1.8,2.4,
robincl02,1993-94,27,POR,NBA,82,34.8,.457,.765,6.7,1.9,1.4,1.4,20.1,17.4,7.5,.126,0.6,1.9,
robincl02,1994-95,28,POR,NBA,75,36.3,.452,.694,5.6,2.6,1.1,1.1,21.3,18.3,8.7,.153,3.1,3.5,
robincl02,1995-96,29,POR,NBA,78,38.2,.423,.664,5.7,2.4,1.1,0.9,21.1,16.3,8.0,.130,2.1,3.1,
robincl02,1996-97,30,POR,NBA,81,38.0,.426,.696,4.0,3.2,1.2,0.8,15.1,13.1,6.6,.103,1.4,2.7,
robincl02,1997-98,31,PHO,NBA,80,29.5,.479,.689,5.1,2.1,1.2,1.1,14.2,17.4,7.1,.144,2.2,2.5,
robincl02,1998-99,32,PHO,NBA,50,34.8,.475,.697,4.5,2.6,1.5,1.2,16.4,18.3,5.3,.146,2.9,2.2,
robincl02,1999-00,33,PHO,NBA,80,35.5,.464,.782,4.5,2.8,1.1,0.8,18.5,17.3,9.6,.162,2.6,3.3,
robincl02,2000-01,34,PHO,NBA,82,33.5,.422,.709,4.1,2.9,1.1,1.0,16.4,14.8,5.4,.095,0.8,1.9,
robincl02,2001-02,35,DET,NBA,80,35.7,.425,.694,4.8,2.5,1.1,1.2,14.6,13.5,4.3,.073,0.2,1.6,
robincl02,2002-03,36,DET,NBA,81,34.9,.398,.676,3.9,3.3,1.1,1.1,12.2,12.4,4.4,.075,0.8,2.0,
robincl02,2003-04,37,GSW,NBA,82,34.7,.387,.711,3.9,3.3,0.8,0.9,11.8,10.8,2.0,.033,-0.8,0.9,
robincl02,2004-05,38,"GSW,NJN",NBA,71,23.8,.386,.639,2.9,1.5,0.9,0.7,7.5,10.3,1.7,.049,-1.6,0.2,
robincl02,2005-06,39,NJN,NBA,80,23.3,.427,.658,3.3,1.1,0.6,0.5,6.9,9.6,2.8,.073,-1.7,0.1,
robincl02,2006-07,40,NJN,NBA,50,19.1,.372,.444,2.4,1.0,0.2,0.5,4.1,5.9,0.3,.013,-4.2,-0.5,
