bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
perryel01,1991-92,22,"LAC,CHH",NBA,50,8.7,.380,.659,0.8,1.6,0.7,0.1,2.5,8.6,-0.4,-0.046,-5.7,-0.4,
perryel01,1992-93,23,Did Not Play (other pro league—CBA),,,,,,,,,,,,,,,,
perryel01,1993-94,24,PHO,NBA,27,16.0,.372,.750,1.4,4.6,0.9,0.0,3.9,11.3,0.3,.031,-5.4,-0.4,
perryel01,1994-95,25,PHO,NBA,82,24.1,.520,.810,1.8,4.8,1.9,0.0,9.7,17.3,5.2,.126,0.8,1.4,
perryel01,1995-96,26,PHO,NBA,81,20.6,.475,.778,1.7,4.4,1.1,0.1,8.6,16.2,3.1,.088,-1.9,0.0,
perryel01,1996-97,27,MIL,NBA,82,19.5,.474,.745,1.5,3.0,1.2,0.0,6.9,15.2,3.2,.096,-0.3,0.7,
perryel01,1997-98,28,MIL,NBA,81,21.6,.430,.844,1.3,2.8,1.1,0.0,7.3,11.5,1.3,.035,-3.8,-0.8,
perryel01,1998-99,29,"MIL,NJN",NBA,35,8.3,.379,.714,1.0,1.3,0.6,0.0,2.8,11.5,-0.1,-0.011,-3.9,-0.1,
perryel01,1999-00,30,NJN,NBA,60,13.4,.435,.806,1.0,2.3,0.7,0.0,5.3,14.8,0.9,.055,-4.0,-0.4,
perryel01,2000-01,31,"ORL,PHO",NBA,49,10.2,.464,.727,0.9,1.6,0.4,0.0,3.0,11.6,0.6,.061,-4.2,-0.3,
perryel01,2001-02,32,MEM,NBA,2,24.0,.500,.500,2.0,3.5,1.5,0.0,5.5,5.3,-0.1,-0.087,-8.7,-0.1,
