name,link,year_from,year_to,college,active
Chris Kaman,/players/k/kamanch01.html,2004,2016,Central Michigan University,false
Frank Kaminsky,/players/k/kaminfr01.html,2016,2018,University of Wisconsin,true
Enes Kanter,/players/k/kanteen01.html,2012,2018,,true
Jason Kapono,/players/k/kaponja01.html,2004,2012,"University of California, Los Angeles",false
Sergey Karasev,/players/k/karasse01.html,2014,2016,,false
Coby Karl,/players/k/karlco01.html,2008,2010,Boise State University,false
George Karl,/players/k/karlge01.html,1974,1978,University of North Carolina,false
Mario Kasun,/players/k/kasunma01.html,2005,2006,,false
Sasha Kaun,/players/k/kaunsa01.html,2016,2016,University of Kansas,false
Clarence Kea,/players/k/keacl01.html,1981,1982,Lamar University,false
Adam Keefe,/players/k/keefead01.html,1993,2001,Stanford University,false
Harold Keeling,/players/k/keeliha01.html,1986,1986,Santa Clara University,false
Rich Kelley,/players/k/kelleri01.html,1976,1986,Stanford University,false
Clark Kellogg,/players/k/kellocl01.html,1983,1987,Ohio State University,false
Ryan Kelly,/players/k/kellyry01.html,2014,2017,Duke University,true
Greg Kelser,/players/k/kelsegr01.html,1980,1985,Michigan State University,false
Shawn Kemp,/players/k/kempsh01.html,1990,2003,Trinity Valley Community College,false
Tim Kempton,/players/k/kemptti01.html,1987,1998,University of Notre Dame,false
Luke Kennard,/players/k/kennalu01.html,2018,2018,Duke University,true
D.J. Kennedy,/players/k/kennedj01.html,2012,2012,St. John's University,false
Goo Kennedy,/players/k/kennego01.html,1972,1977,Texas Christian University,false
Larry Kenon,/players/k/kenonla01.html,1974,1983,University of Memphis,false
Jonathan Kerner,/players/k/kernejo01.html,1999,1999,"Florida State University, East Carolina University",false
Steve Kerr,/players/k/kerrst01.html,1989,2003,University of Arizona,false
Jerome Kersey,/players/k/kerseje01.html,1985,2001,Longwood University,false
Alec Kessler,/players/k/kesslal01.html,1991,1994,University of Georgia,false
Lari Ketner,/players/k/ketnela01.html,2000,2001,University of Massachusetts Amherst,false
Randolph Keys,/players/k/keysra01.html,1989,1996,University of Southern Mississippi,false
Viktor Khryapa,/players/k/khryavi01.html,2005,2008,,false
Jason Kidd,/players/k/kiddja01.html,1995,2013,University of California,false
Warren Kidd,/players/k/kiddwa01.html,1994,1994,Middle Tennessee State University,false
Michael Kidd-Gilchrist,/players/k/kiddgmi01.html,2013,2018,University of Kentucky,true
Irv Kiffin,/players/k/kiffiir01.html,1980,1980,Oklahoma Baptist University,false
Carl Kilpatrick,/players/k/kilpaca01.html,1980,1980,University of Louisiana at Monroe,false
Sean Kilpatrick,/players/k/kilpase01.html,2015,2018,University of Cincinnati,true
Bo Kimble,/players/k/kimblbo01.html,1991,1993,"University of Southern California, Loyola Marymount University",false
Stan Kimbrough,/players/k/kimbrst01.html,1990,1993,"University of Central Florida, Xavier University",false
Chad Kinch,/players/k/kinchch01.html,1981,1981,University of North Carolina at Charlotte,false
Albert King,/players/k/kingal01.html,1982,1992,University of Maryland,false
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false
Chris King,/players/k/kingch01.html,1994,1999,Wake Forest University,false
Frankie King,/players/k/kingfr01.html,1996,1997,Western Carolina University,false
Gerard King,/players/k/kingge02.html,1999,2001,Nicholls State University,false
Jimmy King,/players/k/kingji02.html,1996,1997,University of Michigan,false
Reggie King,/players/k/kingre01.html,1980,1985,University of Alabama,false
Rich King,/players/k/kingri01.html,1992,1995,University of Nebraska,false
Stacey King,/players/k/kingst01.html,1990,1997,University of Oklahoma,false
Tarence Kinsey,/players/k/kinseta01.html,2007,2009,University of South Carolina,false
Andrei Kirilenko,/players/k/kirilan01.html,2002,2015,,false
Alex Kirk,/players/k/kirkal01.html,2015,2015,University of New Mexico,false
Curtis Kitchen,/players/k/kitchcu01.html,1987,1987,University of South Florida,false
Greg Kite,/players/k/kitegr01.html,1984,1995,Brigham Young University,false
Kerry Kittles,/players/k/kittlke01.html,1997,2005,Villanova University,false
Maxi Kleber,/players/k/klebima01.html,2018,2018,,true
Joe Kleine,/players/k/kleinjo01.html,1986,2000,"University of Notre Dame, University of Arkansas",false
Linas Kleiza,/players/k/kleizli01.html,2006,2013,University of Missouri,false
Billy Knight,/players/k/knighbi01.html,1975,1985,University of Pittsburgh,false
Brandin Knight,/players/k/knighbr02.html,2005,2005,University of Pittsburgh,false
Brandon Knight,/players/k/knighbr03.html,2012,2017,University of Kentucky,true
